"title","text","modified","created","color","tags","type"
"Minor helm","Minor helms tap only shallowly into the minds of their [[Helmspeople|Helmsperson]]. They are small in size, only about as big as a large helmet.

## **Power capabilities:**
- ### [[Lightweight]] [[ship|🚀 starships]] engine & life support
- ### 1-2 ship weapons","20220111184728387","20211228030350369","","[[🧢 ship helms]]","text/x-markdown"
"Mule","> **Race:** Zoofolk (Insectoid)
> **Class:** Fighter
> **Role:** [[Sergeant]] (?) / [[Gunner]] (?)
> **Pronouns:** They/Them
> **Passive perception:** 12
> **Max HP:** ?
> **[Character sheet](https://cdn.discordapp.com/attachments/804027248037855282/937065908067786803/Mule_Character_Sheet.pdf)**

---

## **Backstory**
1. Born on Aaliat
2. Talks though pheromones / physical sign language / tapping
3. Was working with [[Penellaphe (Pen) Astaseul]] and [[Brahmiel (Brahm)]]
   - Han Solo / Chewbacca dynamic with [[Brahmiel (Brahm)]]","20230428142504881","20220124202435040","","[[Crystal Ship PCs]] [[The Crystal Ship]] Zoofolk [[🔒 private]]","text/x-markdown"
"Nautilus","A cargo [[ship|🚀 starships]] with a unique defence mechanism. Has the ability to seal itself off from bombardment for extended periods of time, at the expense of being unable to move.

---

## **Reinforced carapace hull**
- ### +2 to ship AC (when sealed off)","20220122225559019","20211228022740811","","[[🚀 starships]] Midweight [[⚓ freight]]","text/x-markdown"
"Navigator","## **Location:** The [[Bridge]]
## **Chain of command:** 2nd in [[Science section]]

---

- ### Charts the [[ship|🚀 starships]]'s course
- ### Adapts to and advises on changes of course","20211230232258737","20211230232040778","","[[💼 crew roles]] [[Science section]]","text/x-markdown"
"Nerra","One of the disc [[🌑 demi planes]] that comprises [[🐐 Aaliat]].  Nerra is covered in dry deserts and mountains, and is home to many insects, lizards, mammals, and birds.

---

### <<list-links '[tag[Espoc]]'>>","20230502223744330","20220915005300534","","[[🌑 demi planes]] [[🐐 Aaliat]] [[📍 locations]]","text/x-markdown"
"Oarfish","A luxury [[ship|🚀 starships]] liner for the ultra-wealthy. Extremely long, with many compartments for various purposes. Vulnerable to damage, but often with a [[combat|⚔️ fight]] ship entourage.","20220122225611767","20211228022812227","","[[🚀 starships]] Midweight [[💺 passenger]]","text/x-markdown"
"Octopus","While strangely rigid and unaggressive at long range, Octopus [[ship|🚀 starships]] make use of dexterous and dangerous close-range manual apparatus 'arms'. Common for ship incapacitation.

---

## **Hydraulic arms**
- ### Action (Attack roll) to try and grapple with the ship's appendages
   - 0-5: +2 arms attached
   - 6-10: +4 arms attached
   - 11-15: +6 arms attached
   - 16+: +8 arms attached
- ### Each turn, the action can be performed again to add more arms
- ### Upon grappling, at the start of each of your turns, each grappled arm deals 1d10 damage
- ### After all 8 arms have grappled, [[boarding|Boarding starships]] can begin immediately
- ### **Range:** 20 ft","20220126235124057","20211228022828948","","[[🚀 starships]] Midweight [[⚔️ fight]]","text/x-markdown"
"Oleald","*AKA: The Dying Gods*

Average life span: [[~8x species average life span|Passage Consideration]]","20230504175814451","20220108204047763","#969696","[[😇 gods]]","text/x-markdown"
"On-plane","- ### Desert crossing on [[⏳ Krom]]
- ### Shrine-visiting on [[☁️ Fomrh]]
- ### Survival on [[⛰️ Yadri]]
- ### Politics on [[❤️ Yeima]]
- ### Vacation of [[🌱 Druxe]]
- ### Plane-hopping on [[🐐 Aaliat]]
- ### Shopping on [[💀 Reht]]
- ### Protection on [[⚖️ Balx]]","20230411174449408","20220116183045777","","[[❔ session ideas]] [[🔒 private]]","text/x-markdown"
"On-ship","- ### Monster on board
- ### Stuck in one room of a/the ship
- ### Lost on a vast ship
- ### City on a ship
- ### ~~Clue, but on a ship~~","20220526114730605","20220116182949082","","[[❔ session ideas]] [[🔒 private]]","text/x-markdown"
"Open Vantage","***[[Date: pc926|Passage Consideration]]***

Falltime was waning, and the winter colds were starting to set in around the footholds of the Bruevar mountains. However, sunlight still clung to the snow in great swaths, and the vantage was far from obscured. For this, Adreat was thankful. For her short life of twelve winters, she’d studied and been raised on these spires, cared for by her grandmother and her father. The Bruevar were a collection of three squat but pointed mountains along the southern bank of the great Braurun mountain range. She had been born here, and voyages down towards the base of the hills were far and few between. Nested quietly about the base of the range were deep quagmires where fell beasts dwelt. Or so she was told. Her father, the Mat-Allister of these Bruevar Mountains, was native to those lands and so often wove tales and spun charms which told of dark lurking eyes between the fading trees. He spent most of his time walking lightly in the deep and silent places of the mountain, and so Adreat was only with her father when he returned from the mountain for supper in the evenings. Her grandmother, or Greemaw, was her one and only guide to the life and temperament of the peaks she inhabited. She was a wise and powerful teacher, for she had been bestowed a birthright of immense physical strength from their ancestors; a gift of forebears. Though Adreat had no such gift, nor the arcanity of a Mat-Allister, she was learning and would assume her Greemaw’s duties in ample time.

For the past three and a half weeks, they had been preparing for the oncoming of winter. In some weeks time, winds from great deserts and far flung seas beyond imagination would carry cold and harsh winds to the Dorminndar range, and all would be engulfed in threshing sleet. During the long winters, Adreat and her family would gather their summer and falltime placements and retreat up to the safety of the high grottos and caves. The antler-sheep and sextupedal mountain goats would be released for the year, and food, milk, and other provisions would be stashed. In those dark months, they would be sealed away deep inside the forgotten tombs of their predecessors. Adreat’s father had once told her that their lineage deep down in and around the Bruevar mounts was so ancient that if you followed it back further enough, it would be indistinguishable from the very roots of the mountains.

For the past two years, Adreat had accompanied her Greemaw for one of the final tasks before their ascent: the collection of fresh water to be stored for winter. For fear of contamination by the encroaching wastelands that ringed the mountains, only the snow on the high and shining peaks could be stored. However, this year, desperation clung fast to her father and her Greemaw’s faces. The summer had been lackluster and windy, and the usually plentiful antler-sheep herds had been shallow. Because of this, her Greemaw spent more than half of her day hunting other mountain game to be cured, smoked, and stored for the winter. This was how the task fell solely to Adreat. To climb high towards the peaks, and bring down the pure snow that fell there.

They had bided their time, and waited for a proper sunny day to send her up. Lo it came, one early morning when a brilliant sun crested the jagged horizon. Adreat set off at once, so that she might get a head start if the weather was to change throughout the day. Though her Greemaw wasn’t joining her, she wouldn’t send her granddaughter up the mounts alone. Adreat was to bring Neraline, their mariarch sextupedal goat, with her to help carry skins of snow back down. Her six hooves, perfectly adapted to the shale and ice of the mountain, would guide the pair along their trek. Leaving the falltime encampment, they wound up the gooseberry bath. Passing these semi-cultivated bushes and tinkling shrines with burning incense, they rose. An hour later and all but a few purposefully cut trail blazes, placed there by Adreat’s great-great-uncle, marked their climb. Soon they reached [[Goleade|Voquev Gol'iead]], Last Shrine To Open Vantage, and this was their sign to start making their way unguided. By now, they had been scaling the dwindling footholds for three hours, and breathing had become tiresome. Adreat was familiar with this sensation; her father had once told her that the reason that the mountains choke nearer to their summits was because that’s where their memories were. She had not understood her father, but she believed every word he said. Behind them the sky was hazy with fog, and far across the tops of the spires, she could see rain falling. Or was it sleet? She couldn’t tell. Pressing into Neraline’s wool, she guided her faster.

They had been passing snow for some time now, but still Adreat was worried that it wouldn’t be pure enough. They would make for the small plateau ahead, rest for a quarter of an hour, then make the final push to the summit. Upon reaching the flat outcropping, there was barely enough room for her and Neraline to rest, but it was enough. Around them was only rock, snow, and sky. The last trace of animal life had disappeared an hour ago, and human long before that. All she could see now was the rolling snow-fog and occasional lower mountain summit. Somewhere deep and quiet, thunder rumbled. Adreat knew that ignoring it would do no good, only preparation and good constitution would help them now. After a small bite, Adreat with some old and tough lamb, and Neraline with old and tough roots, they continued. So close they were now, and the top was in sight. A hundred paces and they would halve the distance. Fifty paces to halve that. Twenty-five to in turn halve that. Now, and only now, were they stopped. They were so high that only the Dormunn Spires to the north and the Sødar Mount to the west could be seen. As only her grandmother, great-great-uncle, and great-great-great-grandfather had done before her, she rung the small golden bell that was fastened to the coronet of the mountain. She heard no sound but knew that an identical bell, placed down within the antechamber of the mountain caves would be ringing at that very moment, signalling her climb’s success to her father and grandmother.

Now was the time. She hastily began shovelling bright white snow into the sheepskins draped and hung from Neraline’s back. Even packing it as tightly and quickly as she was, it was a slow task. For half an hour now, the far and deep rumbling of a sleet thunder storm had been growing louder and closer. Both climbers were aware of this fact, and were beginning to worry. Neraline’s shuffling hooves belayed her nervousness. The moment that the last skin had been packed tight and secured, Adreat begane hastening them back down. The trip down was by far the most dangerous part of the task. Wet shale, hidden ice, and indistinguishable plant growth were mighty adversaries. While the six feet of the native mountain goat were borne for traversing exactly such a terrain, Adreat’s reinforced leather high-tops here having some difficulties. By now, extremely cold raindrops had started to fall on their backs, and the two had to slow down even more. Suddenly and cacophonously, a great white hot scream of lightning careened into the black stone not metres from their feet, and in less than a second everything changed. Stone, fire, snow, and hair clouded Adreat’s vision while she was flung into the air. Caught on hot winds suctioned up from lower on the mountain, she was spun and almost held momentarily in the gust. Then she was dropped. Hard.

She awoke, and all was white brilliance. Climbing up through the snow, the way her grandmother had taught her, she erupted in a dark chaos. It was night now, and the great sweeping arms of a snowy tempest raged about her on the mountaintop. Above and around, they seemed to form great beasts of the mountain, unthinkable in form. Steadying her soul and her mind, she peered through the wailing storm, searching for her hircine companion. Some hundred metres below her, she spied Neraline. She was huddled and small against what could one have been an outcropping of stone, and was now only a charred and jagged edge of rubble. In the midst of her climb down to Neraline, Adreat absentmindedly noted that the rocks where the great bolt of lightning had struck were still warm to the touch.

The tempest covered their tracks back up almost immediately after they made them, but their direction was clear. Down. Down to warmth, down to family, down to survival. Progress was unbearably slow, as great swaths of burning hail careened at mach speed into their flesh. It was only after an hour of climbing that Adreat realized she was screaming. She didn’t stop. Amid the dread chorus of flying snow, rolling thunder, and her own hoarse wails, she suddenly recognized the harmony. Great gusts and the very furrowed brow of the mountains were twisting and mingling to the sound of her guttural screams. Adreat could feel as sleet and rock passed above, below, and through her. With no understanding or control of her newfound sense, she plunged headfirst into it, breaking open her mind and her body. Blood flung from between her knuckles and under her eyes, and an avalanche of chanting carried the girl and the goat to the brink of unconsciousness. Flashes of light and slow dotted Adreat’s memory as her body and soul, and that of her sextupedal goat companion, were lost to the mountain’s roar. Passing through stone, sky, and ice, they rocketed down the spire.

In the coming months, her Greemaw and her father would tell the story of how Adreat and Neraline had appeared the next early morning unscathed, on the doorstep of the mountain cave system. Adreat herself had no recollection of events that passed after she lost consciousness the second time on the mountain. As for the storm, she was told that a great cloud of fog and snow had formed about the peak not long after the bell had rung, and had all but completely disappeared by the morning light. In the coming days, Neraline rejoined the herd, and stayed with them in the winter months while Adreat and her family were up in the caves. The following year, in late summer, she died peacefully in old age. Many summers and many winters would pass before another would be trained to scale the mountain peak again. For that time, it was Adreat only who undertook the task each year. Though there were storms, they never seemed to trouble her. She knew now the secrets of the mountain, for it had told them to her in that black place during the descent. A gift, different to those given to her now old father and late Greemaw continued to guide her. Occasionally she would delight her own grandchildren by awakening the winds and snow around them during bitter autumn nights. When she died at the old mountain folk age of seventy three, her bones and her light quieted and melded with those of the mountain from which she had come, and she was one again with her ancestors.","20230605013949803","20220512010406365","","[[⛰️ Yadri]] [[🔒 private]] [[Aetivima Period]] [[📜 myths and stories]]","text/x-markdown"
"Operator","## **Location:** The [[Bridge]]
## **Chain of command:** 2nd in [[Engineering section]]

---

- ### Monitors communication channels (in and off of the [[starship|🚀 starships]])
- ### Performs diagnostics","20211228021851044","20211227135708064","","[[💼 crew roles]] [[Engineering section]]","text/x-markdown"
"Orca","The most standard, but reliably powerful combat [[ship|🚀 starships]] in [[⚫ The Sparce]]. Often heading large fleets into battle, taking down an Orca is quite an accomplishment.","20220113022739182","20211228022549447","","[[🚀 starships]] Heavyweight [[⚔️ fight]]","text/x-markdown"
"Pantry Standard Pace","Pantry Standard Pace (aka PSP), is a commonly-recognizable language that, by matter of happenstance or phenomenon, crops up in cultures along [[🌌 The Flow]]. Most notably, it's the official language of [[💀 Reht]], and the most common language used in [[⚫ The Sparce]]. Most new cultures that develop near or within the winding plumes of The Flow tend to form some variation of PSP.

The written form of PSP involves square-based symbols, and can be written horizontally or vertically.

---

## [PSP translator](https://omch.tech/spelljammer/PSP.html)

---

[img[images/boxes.png]]","20230502020025726","20220111183005143","","[[🌌 The Flow]] [[🗣️ languages]] [[❗ featured articles]]","text/x-markdown"
"Papa","Father to [[Penellaphe (Pen) Astaseul]].

A part-time tinkerer and part-time artist, taught Pen how to work with her hands. A diplomat on [[❤️ Yeima]].

Husband to [[Tad]], living on Yeima.","20230428142516192","20220222165809095","","[[Crystal Ship NPCs]] Demons [[❤️ Yeima]] [[🔒 private]]","text/x-markdown"
"Particle cannon","An easily-mountable [[ship|🚀 starships]] cannon that fired concentrated blasts at short range. A common sight on most [[fight class|⚔️ fight]] ships.

---

- ### **Damage:**
   - 3d10 + 10 (> 40 ft)
   - 4d10 + 10 (<= 40 ft & > 20 ft)
   - 5d10 + 10 (<= 20 ft)
- ### **Range:** 80 ft","20220122224747900","20220113024700943","","[[☄️ blast]] [[🔫 ship weapons]]","text/x-markdown"
"Passage Consideration","Generally referred to simply as The Consideration, it is the standard, agreed-upon, and synchronized method of time-keeping across [[🌐 The Pantry]]. Initially imparted by the [[Voquev]] at the beginning of the [[Aetivima Period]] for the [[Descendant Beings|🧑 races]] in order for them to hold onto some meaning over their mortal lives.

The full Consideration timeline can be viewed [[here|Full Consideration Timeline]].

---

**Consideration minute:** 60 seconds
**Consideration hour:** 60 minutes
**Consideration days:** 24 hours
**Consideration week:** 10 days
**Consideration month:** 4 weeks
**Consideration year:** 10 months

**Days per month:** 40
**Days per year:** 400
**Weeks per year:** 40

---

The following dates are major dates along the Consideration:

**pc-∞:** [[The Awakening of the Gods]]

**pc-5,330,000:** Start of the [[Pre-Oleald Eons]]

**pc0:** Start of the [[Aetivima Period]]

**~pc2,300:** Start of the [[Taqadum Period]]

**~pc2,550:** Start of the [[Hīkoi Period]]

**pc4,127:** Present day","20230504175106167","20221225051559296","#fa9600","[[🌐 The Pantry]] [[❗ featured articles]]","text/x-markdown"
"PCMAF","The [[Planar Convoke|The Planar Convoke]] Mutual Aid Foundation *(often shortened to ""pacmaf"")* is a non-profit peacekeeping initiative created by the Planar Convoke. Its activities are focused primarily on the [[🌍 planes]], with duties ranging from dispensing local funds, de-escalating conflicts, transporting refugees, and providing food/resource aid.

It acts as the Convoke's main humanitarian branch, allowing other efforts and funds to be focused on finance with [[The Remora Guild]] and religion with [[The 214th Isotoxal Compact]].","20230428140834222","20220513013857356","","[[The Planar Convoke]] [[🤝 organizations]] [[Hīkoi Period]]","text/x-markdown"
"Penellaphe (Pen) Astaseul","> **Race:** Demon (Curiosity)
> **Class:** Artificer (Blacksmith)
> **Role:** [[Helmsperson]] / [[Captain]]
> **Pronouns:** She/her
> **Passive perception:** 13
> **Max HP:** 24
> **[Character sheet](https://ddb.ac/characters/65698445/pjwPms)**
> **[Backstory](https://docs.google.com/document/d/1yeeNLXT9Iuzt1OhLeVU-9yWKBiPEvrefKuQRIQ1zf5Y/edit)**

---

## **Backstory**
1. Born on Yeima
   - Gay dads
2. Moved into the military
3. Met [[Brahmiel (Brahm)]] at a young age
   - Made pact somewhat accidentally
4. Was working with Brahmiel and [[Mule]]
   - Was tinkering on a machine, which exploded","20230428142504884","20220124202257280","","[[Crystal Ship PCs]] [[The Crystal Ship]] Demons [[🔒 private]]","text/x-markdown"
"Phenomena","- ### ~~Pocket dimensions~~
- ### Deep-space fields of mental manipulation
- ### ~~Sentient stars~~
- ### Roving/herded space livestock
- ### Black hole / supernova
- ### ~~Asteroid has opened up to reveal rare materials~~
- ### Alien space ghosts!
- ### Teleporting mini-planet
- ### ~~Invisible floating research lab~~
- ### Destroyed black hole spewing its contents back out through the event horizon","20230507025153259","20220116183122386","","[[❔ session ideas]] [[🔒 private]]","text/x-markdown"
"Photon arc","A sweeping beam of concentrated firepower capable of hitting multiple targets at once. Low damage, but effective when used properly.

---

- ### **Damage:** 3d10 + 10
- ### **Range:** 160 ft

---

*Players' note: Photon arcs can damage up to 3 targets at a time, given that they are all within 40 ft of each other.*","20220121015804219","20220113025521408","","[[💥 beam]] [[🔫 ship weapons]]","text/x-markdown"
"Playable races","","20230504174446321","20230504174439689","","","text/x-markdown"
"Player house rules","## **Combat**

- If you take a full action to drink a health potion, you get the full benefits. No need to roll

- Any potion can be drunk as a bonus action

- Cantrips can be cast as bonus actions, but your antagonists can do this too. ***PENDING APPROVAL AFTER TRYING IT OUT IN-GAME***

- Standing up from prone triggers an attack of opportunity *(also applies to antagonists)*

## **Death / 0HP**

- When you hit 0 HP, roll on the following table:
[img[images/0_hp_table.png]]

- When you make death saving throws, you remember a memory from your life

- Death saving throws are made privately by the DM

## **Character creation**

- Players who submit characters before the session get an extra magic item from this PDF: [Starter Magic Items](pdfs/starter_items.pdf)

- For each negative attribute you apply to your character (*e.g.* physical impairment, irrational fear, enemies, etc.), you can also apply a positive one (*e.g.* extra feat, starting item, extra language, etc.) (max 2-3). ***PLEASE SPEAK WITH ME IF YOU INTEND TO DO THIS. PENDING APPROVAL AFTER TRYING IT OUT IN-GAME***

- You may reroll stats or change starter items once before the start of the third session. After that, it's locked in

- When adding health when levelling up, either: roll your hit die *(reroll 1s)* or simple add half your hit die. *Don't forget to add CON modifier*

## **Other**

- Dice that roll off the table are immediate crit failures / lowest possible damage. *This does not include death saving throws*

- Respect verbal and somatic casting requirements please

- You can cast spells when you're out of spell slots by spending 2 points of exhaustion per spell level *(doing so will not kill the player)*

- Fall damage is affected by creature size:
   - Tiny = 1d4 / 10ft
   - Small = 1d6 / 10ft
   - Medium = 1d10 / 10ft
   - Large = 1d12 / 10ft
   - Huge = 1d10 + 1d6 / 10ft
   - Gigantic = 1d20 / 10ft

- Inspiration allows rerolls instead of giving advantage","20230427164138683","20230427151639724","","[[🛑 rules]]","text/x-markdown"
"Portable pestles","A unique technology pioneered by the [[Zoofolk]], since lost to time. Originally created for faster travel between the demi-[[plane|🌍 planes]] discs of [[🐐 Aaliat]], it quickly became a favoured tool of assassins, thieves, and shadow organizations.

Its limitations forced it to only be usable over small distances (usually only between adjacent planes), and the short duration between its activation and collapse made it volatile and risky.","20230103204953434","20220512144517854","","[[🚪 pestles]] [[Taqadum Period]] [[🔧 technology]]","text/x-markdown"
"Pre-Oleald Eons","***[[Start date: pc-5,330,000 (length: 5,330,000 years)|Passage Consideration]]***

Between the birth of the last [[Yyenwid|Yyenwid]] and the first [[Oleald|Oleald]], the [[😇 gods]] saw relative stagnation in their activities, contemplations, and outreach. Having just reached true sentience after limitless uncountable eons, they were all agreed to take time to think on the matter before conceiving more children.

Even in their glorious meditation of the subject, certain events were uncontrollable, and after the [[Oleald]] and the [[Descendant Beings|🧑 races]] were born, the [[Aetivima Period]] began.

---

### <<list-links '[tag[Pre-Oleald Eons]]'>>","20230502235442222","20220511030444847","#00ff9b","[[🔒 private]] [[🕰️ time periods]]","text/x-markdown"
"Primordial names","- Nyima
- Kelden
- Bhuchung
- ~~Choezom~~
- Tsomo
- Khando
- ~~Kechok~~
- ~~Dorjee~~
- ~~Gyamtso~~
- ~~Yudron~~","20230606014732348","20220128182531055","","[[📝 lists]] Primordials [[🔒 private]]","text/x-markdown"
"Primordials","The walking shrine-people of [[⚖️ Balx]] are animated by strange elemental forces that inhabit their stones, tassels, candles, and plinths. Viciously aggressive towards elementals of other types, and brimming with raw strength. Though appearing simply to be fleshy animated altars, shrines, and graves, they are in fact very alive, and do possess souls. Most are vaguely humanoid, but with strange ornaments as described above. Some may often be mistaken for [[Celestials]] (or vice versa), but a quick check of demeanour often reveals the difference.

Primordials typically live between 80-100 years.

*Players' note: Use the Genasi race if playing a Primordial.*","20230504191440677","20211226233457427","#0096fa","[[🧑 races]] [[⚖️ Balx]] [[Playable races]]","text/x-markdown"
"Profane Gyamtso","A controversial [[Primordial|Primordials]] demigod, born in the contemporary era. Though born into [[Format Uidi]], Gyamtso voyaged beyond [[⚖️ Balx]] on a [[PCMAF]] relief mission. She experienced life outside of the plane, and determined to put an end to their race's ongoing bloodshed, returned to the plane.

Her words and dogma were so influential and dangerous to each of [[The Balx Formats]] that she was promptly imprisoned on [[Svae]] in [[pc4,082|Passage Consideration]]. All representations of her are strictly prohibited.","20230504181938801","20230504175730538","","[[🔒 private]] [[🧑‍🔬 figures]] [[😇 gods]] Oleald Primordials [[Hīkoi Period]] [[Format Uidi]] [[⚖️ Balx]] [[Yyenwid Beh & Yyenwid Olf]]","text/x-markdown"
"Prognost Caradil Yun","A [[Giant|Giants]] interim council member of [[The Hinengaro Registry]] during its formation in the [[Taqadum Period]]. Quickly rising from Magus to Sacrosanct, he was a symbol to many of the organizational power that would come to define the age.

At the time, the [[😇 gods]] had yet to retreat to a form of shrine and prayer based worship, and were still oft to give council in their material forms. It was through his position that Caradil was granted an audience with certain gods, posing but a single question to each, in turn. The event itself has been mysticized beyond proportion, but still hold glimmers of truth and morals.

Due to Giants' extended lifespans, Prognost Yun is still believed to be alive. If this is in fact correct, many believe that he still carries his [[Mark of Countenance|The Keepers of Countenance]].

---

## **Physical description**
- Tall, but not thin
- Bald and covered in a series of pale tattoos
- His giant eye is located in the back of his throat
- When his mark of countenance is revealed, horns grow from behind his lower lip, his eyes bulge, and his face seems distorted into a mask

---

[img[images/TAG/prognost_caradil_yun.png]]","20230621220359901","20220603150616744","","Sainthood [[🧑‍🔬 figures]] [[The Hinengaro Registry]] [[Taqadum Period]] Giants [[The Keepers of Countenance]]","text/x-markdown"
"Puffer","A cheap and common [[ship|🚀 starships]] choice for inter-[[planar|🌍 planes]] travel. Possessing of a unique defence ability for close-range damage.

---

## **Hull spines**
- ### **Damage:** 3d10 + 10
- ### **Range:** 10 ft","20220122225801303","20211228022431295","","[[🚀 starships]] Lightweight [[💺 passenger]]","text/x-markdown"
"Rain Upon Loam","***[[Date: pc893|Passage Consideration]]***

Vashmat sat, legs bent together, on the slick stone. The rain, thick and diagonal, pelted down on the side of his face. It stung, burning with a soft warmth. Below him, underneath the dark stone shelf which protruded from the loamy soil, people fled along the fields. Though his eyes were shut, Vashmat could hear the sounds of conquest spilling along his lands ahead, coming ever closer. Though individuals rushed past on all sides, and the rain formed cold muddy puddles around his sitting form, he sat still. Face calm, with arms bent and reposed. On the air he could smell the petrichor of the sky, and marvelled at the vast beauty of his country.

One of the fleeing figures fell at his side. High up though he was on the stone outcropping, the fallen [[Giant|Giants]]'s eyes were nearly level with his own, its size was so large. The great being's body was broken, and it bled thick grey ichor from his nose and back. Quietly Vashmat rose, opening his eyes for the first time in three hours. The burnt rubble of his homeland now stretched beyond the horizon, and he could see similar pale fleshy fallen Giants splayed out, emanating from a central dark scorch mark upon the fields. The Giant to his left, now opening its own eyes, turned them upon Vashmat.

Wordlessly, the being twisted its broken arm, and pulled itself closer. The Giant's third eye, located in the palm of its hand was glaucomized and milky, sundered by some dark schism. It reached its hand down, and cupped it around Vashmat's thin frame. Vashmat placed his hands on the Giant's weeping blind eye, and told it of his fears and joys. The large being listened, silent and reverent as it had been when there was peace. When Vashmat was finished, the rot spreading from the crater on the land's surface had seeped and festered, turning the plains and their grasses to sullen ash.

The Giant spoke only one phrase to the boy, cradling him delicately in its palm:

""I am but sacrifice.""","20230605013949818","20220616223510556","","[[⛰️ Yadri]] [[Aetivima Period]] [[🔒 private]] [[Yyenwid Ompos]] [[Chemical warfare on Yadri]] [[📜 myths and stories]]","text/x-markdown"
"Random Sparce encounters","1. A harmless supernova, can be watched with special windshield. 1dd chance to trigger a chain-reaction of supernovas across the sky. If this happens, the shockwave knocks out the power for 1d4 hours
2. A small pod of space whales pass by. On their backs are rudimentary shacks and cabins. A nomadic tribe of Air [[Primordials]] live upon them
3. A hijacking drone attaches itself to the back of the ship, and begins siphoning power
4. The [[ship|🚀 starships]] passes through an extremely dense cloud in [[🌌 The Flow]], and a crystalline [[🪨 Remora]] figure materializes on the hood
5. A gaggle of small, 3-legged sea-urchin-looking creatures scuttle along the floor. Soon, it becomes apparent they are everywhere. They eat dust and hate liquid
6. The ship must pass through an asteroid belt, manoeuvring between hurtling rocks. 2 rounds of INT saving throws from the [[Helmsperson]] must be made to dodge them (4d10 + 10 damage each), with a final 50/50 check if a rock has hit at least once
7. A distress beacon pings from extremely far out past the outer ring. When visited, it appears to be a [[Giant|Giants]], who was accidentally flung far out away from her home
8. A very small moon is passed, upon which a short tulip [[Florafolk]] lives. He offers them tea. He has a few sheep and a flower garden
9. A single shipping container is found, apparently having become detached from a [[⚓ freight]] ship. Inside are boxes upon boxes of godly action figures, finely-carved chopsticks, some infra-red disco balls, and exotic mango-pineapple fusion fruits
10. The ship notices a beacon pinging from a sealed box floating in [[🌌 The Flow]]. It turns out to be a geocache-like repository filled with kind notices, logs, small trinkets, and a few mouldy fruits. It also contains a few sensors that can be used to find more caches
11. A gigantic eldritch [[Sparce|⚫ The Sparce]] bird begins to follow the ship. It is incredibly sensitive to sound, and will attack if they move too quickly
12. A teenage halfling castaway has attached himself to the outside of the ship, and is in the process of hacking them. He thinks he's way cooler than he actually is","20220526114533426","20220329175302340","","[[📝 lists]] [[❔ session ideas]] [[⚫ The Sparce]] [[🔒 private]]","text/x-markdown"
"Ray","The giant, sweeping massively-operated [[ships|🚀 starships]] that dominate most [[🪨 Remora]] [[🪝 harvest]]ing in [[⚫ The Sparce]]. Workers will often spend months, if not years aboard between [[planar|🌍 planes]] stops.","20220113023334150","20211228021938967","","[[🚀 starships]] Heavyweight [[🪝 harvest]]","text/x-markdown"
"Reffiq","## **Physical description**
- **Stat block:** Commoner (p. 345) w/ +3 INT
- He/Him
- [[Kromacvin]]
- [[Life-support technician]]

## **Voice description**
- French ([[Kromacvin]]) accent
- Thin voice, but not refined
- Occasional outbursts

## **Character description**
- Born on [[⏳ Krom]], but moved to [[💀 Reht]] at a young age due to his parents' disagreement with how access to the plane was being managed
   - Rich, but nothing compared to the elites on Krom
   - Moving opened the world for him, and brought him closer to politics
- Eventually butted enough heads with his parents that he left, and working in and through communes and group homes.

- Tall, but hunched
- Heavily bumped shin, rough like crocodile leather
   - Shifts smoother when he calms
   - Occasional blooms of pinks/reds on his dark blue skin when very happy
- A bit self-important, but meaning well
- Quite militant in mindset about The [[The Starship Charter]] and [[The Sparcian Commonwealth]] as a whole
- Has drifted from job to job here and there

- Good friends with [[Twis]] (used to be in a relationship long before dying)
- Originally died with [[Twis]] in a protest turned violent on Reht
   - Agitators on both sides, but will never admit this

## **Helm personality**
- Simulacra of Captain [[Bran Hegan]]
- A bit more a militant aspect
- Talks down a bit, though a reassuring figure","20230504173334798","20220126030959872","","[[Crystal Ship NPCs]] [[The Crystal Ship]] Kromacvin [[🔒 private]]","text/x-markdown"
"Regiment 7","A splinter faction of [[The Sparcian Commonwealth]], which diverged some time ago due to internal political struggle and disagreement, which eventually amounted to violence. A small, but piously devoted fleet of soldiers and pilots who operate mainly in the further reaches of [[Flow|🌌 The Flow]]-less space. They hold true to militant interpretations of anti-[[Convoke|The Planar Convoke]] sentiment and The [[The Starship Charter]].

Some speculate that the original overseers of Regiment 7's splintering was planted and coordinated by The Planar Convoke in order to cause in-fighting. While plausible, these rumours have yet to be confirmed.","20230504173334801","20220122223657007","","[[🤝 organizations]] [[The Sparcian Commonwealth]] [[⚫ The Sparce]] [[⭕ outer ring]] [[🔒 private]] [[Hīkoi Period]] [[👥 cultures]]","text/x-markdown"
"Reht pestle","### **Form**: Single door, cut and splintered to be larger

The path through the Reht pestle is calm, and possibly even unnoticeable. A feeling of slight change accompanies it, tugging on the back of the mind of the traveller.","20220526115314880","20211230230105676","","[[💀 Reht]] [[🚪 pestles]] [[The Mortar]] [[🔒 private]]","text/x-markdown"
"Rescues/Deliveries","- ### Zero-gravity rescue
- ### Trail of floating bodies in space
- ### ~~Mind-controlled/zombified crew~~
- ### Space hitchhikers
- ### Escape pod found floating in space
- ### ~~Bringing supplies to refugees~~
- ### Distress beacon on an asteroid
- ### Cargo of hidden living beings","20220526114717528","20220121013843015","","[[❔ session ideas]] [[🔒 private]]","text/x-markdown"
